"","position","player","team","age","total_value","avg_year","total_guaranteed","fully_guaranteed","agency_time","type"
"3385","running-back","Jordan Howard","Eagles",25,2588024,647006,248024,248024,2020,"UFA"
"3386","running-back","Wendell Smallwood","Eagles",25,2584580,646145,244580,244580,2020,"UFA"
"3387","running-back","D.J. Foster","Cardinals",26,645000,645000,0,0,2020,"UFA"
"3388","running-back","Elijhaa Penny","Giants",26,645000,645000,0,0,2020,"RFA"
"3389","running-back","Matt Dayes","Saints",25,645000,645000,0,0,2020,"RFA"
"3390","running-back","De¡¯Angelo Henderson","Jets",27,645000,645000,0,0,2020,"ERFA"
"3391","running-back","C.J. Ham","Vikings",26,645000,645000,0,0,2020,"RFA"
"3392","linebacker","Landis Durham","Rams",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"3393","linebacker","Natrez Patrick","Rams",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"3394","linebacker","Troy Reeder","Rams",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"3395","linebacker","Tre Watson","Dolphins",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"3396","linebacker","Willie Harvey","Browns",23,1755000,585000,0,0,2022,"RFA"
"3397","linebacker","Sharif Finch","Titans",24,1726000,575333,42000,42000,2021,"RFA"
"3398","linebacker","Tae Davis","Giants",23,1715000,571667,20000,20000,2021,"RFA"
"3399","tight-end","Tanner Hudson","Buccaneers",25,1050000,525000,0,0,2020,"ERFA"
"3400","tight-end","Jordan Franks","Bengals",23,1050000,525000,0,0,2020,"ERFA"
"3401","tight-end","Pharaoh Brown","Browns",25,1050000,525000,0,0,2020,"ERFA"
"3402","tight-end","Deon Yelder","Chiefs",24,1050000,525000,0,0,2020,"ERFA"
"3403","tight-end","Garrett Dickerson","Giants",24,1050000,525000,0,0,2020,"ERFA"
"3404","tight-end","Johnny Mundt","Rams",25,1050000,525000,0,0,2020,"ERFA"
"3405","linebacker","Andrew Van Ginkel","Dolphins",26.0725216234198,2831964,707991,311964,311964,2023,"UFA"
"3406","linebacker","Mack Wilson","Browns",26.0725216234198,2828804,707201,308804,308804,2023,"UFA"
"3407","linebacker","Blake Cashman","Jets",26.0725216234198,2824252,706063,304252,304252,2023,"UFA"
"3408","linebacker","Cameron Smith","Vikings",22,2815148,703787,295152,295152,2023,"UFA"
"3409","linebacker","EJ Speed","Colts",26.0725216234198,2809396,702349,289396,289396,2023,"UFA"
"3410","linebacker","D¡¯Andre Walker","Titans",22,2787768,696942,267768,267768,2023,"UFA"
"3411","defensive-back","Michael Thomas","Giants",30,4000000,2000000,1500000,1500000,2020,"UFA"
"3412","defensive-back","Byron Murphy","Cardinals",26.0725216234198,7989498,1997375,6133278,6133278,2023,"UFA"
"3413","defensive-back","Rock Ya-Sin","Colts",23,7916454,1979114,6008310,6008310,2023,"UFA"
"3414","defensive-back","Damarious Randall","Browns",27,7915728,1978932,6401310,6401310,2020,"UFA"
"3415","defensive-back","Jeff Heath","Cowboys",28,7671000,1917750,1800000,1800000,2020,"UFA"
"3416","defensive-back","Rontez Miles","Jets",31,1907000,1907000,0,0,2020,"UFA"
"3417","defensive-back","Nevin Lawson","Raiders",28,1850000,1850000,1555000,1555000,2020,"UFA"
"3418","defensive-back","Sean Bunting","Buccaneers",26.0725216234198,7375998,1844000,4709633,4709633,2023,"UFA"
"3419","offensive-line","Bradley Sowell","Bears",30,3000000,1500000,850000,850000,2020,"UFA"
"3420","offensive-line","Chris Reed","Dolphins",27,2975000,1487500,500000,500000,2021,"UFA"
"3421","offensive-line","Brent Qvale","Jets",28,1400000,1400000,550000,550000,2020,"UFA"
"3422","offensive-line","Connor Williams","Cowboys",22,5488996,1372249,3281496,3281496,2022,"UFA"
"3423","offensive-line","A.Q. Shipley","Cardinals",33,2700000,1350000,710000,710000,2020,"UFA"
"3424","offensive-line","Max Scharping","Texans",23,50268088,1267022,2926248,2926248,2023,"UFA"
"3425","offensive-line","Jason Spriggs","Packers",25,5004300,1251075,2966960,2966960,2020,"UFA"
"3426","edge-rusher","Ben Niemann","Chiefs",24,1716000,572000,6000,6000,2021,"RFA"
"3427","edge-rusher","Hercules Mata¡¯afa","Vikings",24,1714000,571333,4000,4000,2021,"RFA"
"3428","edge-rusher","Josh Carraway","Rams",25,570000,570000,0,0,2020,"ERFA"
"3429","edge-rusher","Trevon Young","Rams",24,1710000,570000,0,0,2021,"RFA"
"3430","edge-rusher","Frankie Luvu","Jets",23,570000,570000,0,0,2020,"ERFA"
"3431","interior-defensive-line","Deon Simon","Packers",29,645000,645000,0,0,2020,"RFA"
"3432","interior-defensive-line","Mike Purcell","Broncos",28,645000,645000,0,0,2020,"UFA"
"3433","interior-defensive-line","Morgan Fox","Rams",25,645000,645000,0,0,2020,"RFA"
"3434","interior-defensive-line","Tanzel Smart","Rams",25,2564792,641198,164792,164792,2021,"UFA"
"3435","interior-defensive-line","Vincent Taylor","Dolphins",25,2554428,638607,154428,154428,2021,"UFA"
"3436","interior-defensive-line","D.J. Jones","49ers",24,2547868,636967,147868,147868,2021,"UFA"
"3437","linebacker","Chris Covington","Cowboys",23,2616304,654076,156304,156304,2022,"UFA"
"3438","linebacker","Shaun Dion Hamilton","Redskins",24,2613008,653252,153008,153008,2022,"UFA"
"3439","linebacker","Foyesade Oluokun","Falcons",24,2606628,651657,146628,146628,2022,"UFA"
"3440","linebacker","Jack Cichy","Buccaneers",23,2605376,651344,145376,145376,2022,"UFA"
"3441","linebacker","Jalen Jelks","Cowboys",26.0725216234198,2598960,649740,78960,78960,2023,"UFA"
"3442","linebacker","Kaden Elliss","Saints",26.0725216234198,2596604,649151,76604,76604,2023,"UFA"
"3443","linebacker","Matt Judon","Ravens",27,2595736,648934,255736,255736,2020,"UFA"
"3444","linebacker","Dakota Allen","Rams",26.0725216234198,2594580,648645,0,0,2020,"ERFA"
"3445","defensive-line","John Franklin-Myers","Rams",23,2912356,728089,452356,452356,2022,"UFA"
"3446","defensive-line","Hassan Ridgeway","Eagles",25,2900224,725056,560224,560224,2020,"UFA"
"3447","defensive-line","T.J. Barnes","Panthers",29,725000,725000,5000,5000,2020,"UFA"
"3448","defensive-line","Destiny Vaeao","Panthers",25,725000,725000,5000,5000,2020,"UFA"
"3449","defensive-line","David Onyemata","Saints",27,2882344,720586,542344,542344,2020,"UFA"
"3450","defensive-line","Darius Kilgo","Lions",28,720000,720000,0,0,2020,"RFA"
"3451","wide-receiver","Chris Godwin","Buccaneers",23,3284164,821041,663041,663041,2021,"UFA"
"3452","wide-receiver","Tony Lippett","Giants",27,810000,810000,60000,60000,2020,"UFA"
"3453","wide-receiver","Charles Johnson","Eagles",30,810000,810000,65000,25000,2020,"UFA"
"3454","wide-receiver","Gary Jennings Jr.","Seahawks",26.0725216234198,3233652,808413,713652,713652,2023,"UFA"
"3455","wide-receiver","Aldrick Robinson","Panthers",31,805000,805000,0,0,2020,"UFA"
"3456","wide-receiver","Riley Ridley","Bears",26.0725216234198,3202596,800649,682596,682596,2023,"UFA"
"3457","cornerback","Cameron Sutton","Steelers",24,3217128,804282,736128,736128,2021,"UFA"
"3458","cornerback","Iman Marshall","Ravens",26.0725216234198,3195772,798943,675772,675772,2023,"UFA"
"3459","cornerback","David Amerson","Cardinals",28,1595000,797500,0,0,2020,"UFA"
"3460","cornerback","Isaiah Johnson","Raiders",26.0725216234198,3182292,795573,662292,662292,2023,"UFA"
"3461","cornerback","Cordrea Tankersley","Dolphins",26,3176288,794072,706288,706288,2021,"UFA"
"3462","cornerback","Rasul Douglas","Eagles",25,3176038,794010,706288,706288,2021,"UFA"
"3463","cornerback","Nick Nelson","Raiders",23,3158676,789669,698676,698676,2022,"UFA"
"3464","4-3-outside-linebacker","Garret Dooley","Lions",25,1080000,540000,0,0,2021,"ERFA"
"3465","4-3-outside-linebacker","Reshard Cliett","Vikings",27,1080000,540000,0,0,2021,"RFA"
"3466","4-3-outside-linebacker","Skai Moore","Colts",24,1050000,525000,0,0,2020,"ERFA"
"3467","4-3-outside-linebacker","Raymond Davison","Chiefs",26.0725216234198,495000,495000,0,0,2020,"ERFA"
"3468","4-3-outside-linebacker","Jonathan Celestin","Panthers",24,495000,495000,0,0,2020,"ERFA"
"3469","safety","Natrell Jamerson","Packers",24,2725624,681406,265624,265624,2022,"UFA"
"3470","safety","Saquan Hampton","Saints",26.0725216234198,2715952,678988,195952,195952,2023,"UFA"
"3471","safety","Jaquan Johnson","Bills",26.0725216234198,2704340,676085,184340,184340,2023,"UFA"
"3472","safety","Sharrod Neasman","Falcons",28,1350000,675000,0,0,2020,"UFA"
"3473","running-back","Troymaine Pope","Chargers",26,645000,645000,0,0,2020,"ERFA"
"3474","running-back","Jeremy McNichols","Titans",24,1935000,645000,0,0,2021,"RFA"
"3475","running-back","Darius Jackson","Cowboys",26,1935000,645000,0,0,2021,"UFA"
"3476","running-back","Elijah McGuire","Jets",25,2568516,642129,168516,168516,2021,"UFA"
"3477","running-back","Marlon Mack","Colts",23,2534348,633587,0,0,2021,"UFA"
"3478","running-back","Chris Carson","Seahawks",25,2465140,616285,65140,65140,2021,"UFA"
"3479","linebacker","Chris Board","Ravens",24,1714000,571333,4000,4000,2021,"RFA"
"3480","linebacker","Zeke Turner","Cardinals",23,1713000,571000,3000,3000,2021,"RFA"
"3481","linebacker","Justin Currie","Seahawks",26,570000,570000,0,0,2020,"RFA"
"3482","linebacker","Jason Cabinda","Raiders",23,570000,570000,0,0,2020,"ERFA"
"3483","linebacker","Tre¡¯Von Johnson","Chargers",24,570000,570000,0,0,2020,"ERFA"
"3484","tight-end","J.P. Holtz","Redskins",26,1560000,520000,0,0,2021,"ERFA"
"3485","tight-end","Manasseh Garner","Redskins",27,1515000,505000,0,0,2020,"ERFA"
"3486","tight-end","Marcus Baugh","Panthers",25,500000,500000,5000,5000,2020,"ERFA"
"3487","tight-end","Cedrick Lang","Patriots",27,500000,500000,5000,5000,2020,"ERFA"
"3488","tight-end","Cole Hunt","Panthers",26.0725216234198,495000,495000,0,0,2020,"ERFA"
"3489","linebacker","Shaquem Griffin","Seahawks",24,2777620,694405,317620,317620,2022,"UFA"
"3490","linebacker","Ufomba Kamalu","Patriots",27,2075000,691667,0,0,2021,"UFA"
"3491","linebacker","Ja¡¯Whaun Bentley","Patriots",23,2763952,690988,303952,303952,2022,"UFA"
"3492","linebacker","Micah Kiser","Rams",24,2757980,689495,297980,297980,2022,"UFA"
"3493","linebacker","Cole Holcomb","Redskins",26.0725216234198,2754884,688721,234884,234884,2023,"UFA"
"3494","defensive-back","Trayvon Mullen","Raiders",26.0725216234198,7259142,1814786,0,0,2020,"ERFA"
"3495","defensive-back","Kevin King","Packers",24,7080850,1770213,5276565,5276565,2021,"UFA"
"3496","defensive-back","Sherrick McManis","Bears",32,3500000,1750000,1100000,1100000,2020,"UFA"
"3497","defensive-back","Rafael Bush","Bills",32,3500000,1750000,800000,800000,2020,"UFA"
"3498","defensive-back","Budda Baker","Cardinals",23,6829970,1707493,4472705,4472705,2021,"UFA"
"3499","defensive-back","Joejuan Williams","Patriots",26.0725216234198,6626656,1656664,4130596,4130596,2023,"UFA"
"3500","offensive-line","Oday Aboushi","Lions",28,1250000,1250000,250000,250000,2020,"UFA"
"3501","offensive-line","Nick Martin","Texans",26,4774972,1193743,2789752,2789752,2020,"UFA"
"3502","offensive-line","Vladimir Ducasse","Bills",32,3500000,1166667,250000,250000,2020,"UFA"
"3503","offensive-line","Ethan Pocic","Seahawks",24,4409034,1102259,2410438,2410438,2021,"UFA"
"3504","offensive-line","Brian O¡¯Neill","Vikings",24,4406640,1101660,2145593,2145593,2022,"UFA"
"3505","offensive-line","Cody Whitehair","Bears",27,4224568,1056142,2364438,2364438,2020,"UFA"
"3506","edge-rusher","Efe Obada","Panthers",27,570000,570000,0,0,2020,"ERFA"
"3507","edge-rusher","Reggie Gilbert","Packers",26,570000,570000,0,0,2020,"RFA"
"3508","edge-rusher","Mitchell Loewen","Lions",26,570000,570000,0,0,2020,"RFA"
"3509","edge-rusher","Mike Love","Bills",25,1710000,570000,0,0,2021,"ERFA"
"3510","edge-rusher","Tashawn Bower","Vikings",24,1680000,560000,45000,45000,2020,"RFA"
"3511","edge-rusher","Keionta Davis","Patriots",25,1665000,555000,0,0,2020,"ERFA"
"3512","edge-rusher","Farrington Huguenin","Buccaneers",27,1080000,540000,0,0,2021,"ERFA"
"3513","edge-rusher","Davin Bellamy","Texans",25,1080000,540000,0,0,2021,"ERFA"
"3514","interior-defensive-line","Zach Sieler","Ravens",24,2540680,635170,80680,80680,2022,"UFA"
"3515","interior-defensive-line","Grover Stewart","Colts",26,2534348,633587,0,0,2021,"UFA"
"3516","interior-defensive-line","Kapron Lewis-Moore","49ers",29,1230000,615000,0,0,2021,"UFA"
"3517","interior-defensive-line","Devaroe Lawrence","Browns",27,1230000,615000,0,0,2021,"ERFA"
"3518","interior-defensive-line","Jamiyus Pittman","Dolphins",25,1230000,615000,0,0,2021,"ERFA"
"3519","linebacker","Jordan Brailford","Redskins",24,2594576,648644,74576,74576,2023,"UFA"
"3520","linebacker","Dadi Nicolas","Colts",27,645000,645000,0,0,2020,"RFA"
"3521","linebacker","James Cowser","Raiders",29,645000,645000,0,0,2020,"RFA"
"3522","linebacker","Deon Lacey","Bills",29,645000,645000,0,0,2020,"RFA"
"3523","linebacker","Aaron Wallace","Broncos",26,1935000,645000,0,0,2021,"UFA"
"3524","linebacker","B.J. Bello","Eagles",25,1935000,645000,0,0,2021,"RFA"
"3525","linebacker","James Burgess","Jets",25,645000,645000,0,0,2020,"ERFA"
"3526","defensive-line","Robert Thomas","Bills",28,720000,720000,0,0,2020,"RFA"
"3527","defensive-line","Joel Heath","Texans",26,720000,720000,0,0,2020,"UFA"
"3528","defensive-line","Adolphus Washington","Dolphins",25,720000,720000,0,0,2020,"UFA"
"3529","defensive-line","Jamie Meder","Seahawks",28,720000,720000,0,0,2020,"UFA"
"3530","defensive-line","Branden Jackson","Seahawks",27,720000,720000,0,0,2020,"RFA"
"3531","defensive-line","Andrew Billings","Bengals",23,2875844,718961,535844,535844,2020,"UFA"
"3532","defensive-line","Tyrone Holmes","Dolphins",26,1420000,710000,75000,50000,2021,"UFA"
"3533","wide-receiver","Kenny Golladay","Lions",26,3196324,799081,718824,718824,2021,"UFA"
"3534","wide-receiver","Brice Butler","Dolphins",29,1595000,797500,0,0,2020,"UFA"
"3535","wide-receiver","Keke Coutee","Texans",22,3189028,797257,729028,729028,2022,"UFA"
"3536","wide-receiver","Antonio Callaway","Browns",22,3177856,794464,717856,717856,2022,"UFA"
"3537","wide-receiver","Chad Williams","Cardinals",25,3176288,794072,706288,706288,2021,"UFA"
"3538","cornerback","Kendall Fuller","Chiefs",24,3123424,780856,718424,718424,2020,"UFA"
"3539","cornerback","Anthony Averett","Ravens",25,3121000,780250,661000,661000,2022,"UFA"
"3540","cornerback","Taron Johnson","Bills",23,3106068,776517,646068,646068,2022,"UFA"
"3541","cornerback","Avonte Maddox","Eagles",23,3085912,771478,625912,625912,2022,"UFA"
"3542","cornerback","Brandon Williams","Cardinals",27,3082696,770674,672696,672696,2020,"UFA"
"3543","safety","Marcus Epps","Vikings",26.0725216234198,2688756,672189,168756,168756,2023,"UFA"
"3544","safety","Donovan Wilson","Cowboys",22,2647840,661960,127840,127840,2023,"UFA"
"3545","safety","Marcell Harris","49ers",25,2626300,656575,166300,166300,2022,"UFA"
"3546","safety","DeShon Elliott","Ravens",22,2617800,654450,157800,157800,2022,"UFA"
"3547","safety","Nick Scott","Rams",26.0725216234198,2597320,649330,0,0,2020,"ERFA"
"3548","safety","Jordan Dangerfield","Steelers",29,645000,645000,0,0,2020,"RFA"
"3549","safety","Marwin Evans","Seahawks",26,645000,645000,0,0,2020,"RFA"
"3550","safety","Harold Jones-Quartey","Chiefs",26,645000,645000,0,0,2020,"RFA"
"3551","running-back","Justin Jackson","Chargers",23,2460000,615000,0,0,2022,"UFA"
"3552","running-back","Dalyn Dawkins","Titans",25,1230000,615000,0,0,2021,"RFA"
"3553","running-back","Kenneth Farrow","Dolphins",26,1230000,615000,0,0,2021,"UFA"
"3554","running-back","Roc Thomas","Vikings",24,1230000,615000,0,0,2021,"ERFA"
"3555","running-back","Devontae Booker","Broncos",27,2453392,613348,383392,383392,2020,"UFA"
"3556","running-back","Brian Hill","Falcons",24,1200000,600000,0,0,2020,"RFA"
"3557","running-back","Taquan Mizzell","Bears",26,1200000,600000,0,0,2020,"RFA"
"3558","running-back","Elijah Holyfield","Panthers",26.0725216234198,1775000,591667,20000,20000,2022,"RFA"
"3559","linebacker","Pete Robertson","Cardinals",27,570000,570000,0,0,2020,"ERFA"
"3560","linebacker","Darnell Sankey","Saints",25,570000,570000,0,0,2020,"ERFA"
"3561","linebacker","Matthew Thomas","Ravens",24,570000,570000,0,0,2020,"ERFA"
"3562","linebacker","Austin Calitro","Seahawks",25,570000,570000,0,0,2020,"ERFA"
"3563","linebacker","Calvin Munson","Patriots",25,570000,570000,0,0,2020,"ERFA"
"3564","tight-end","Ethan Wolf","Panthers",26.0725216234198,495000,495000,0,0,2020,"ERFA"
"3565","tight-end","Christian Scotland-Williamson","Steelers",26,495000,495000,0,0,2020,"ERFA"
"3566","tight-end","Kevin Rader","Steelers",26.0725216234198,495000,495000,0,0,2020,"ERFA"
"3567","tight-end","Tyrone Swoopes","Seahawks",25,495000,495000,0,0,2020,"ERFA"
"3568","tight-end","David Wells","Chiefs",26.0725216234198,495000,495000,0,0,2020,"ERFA"
"3569","tight-end","Mik¡¯Quan Deane","Bills",24,495000,495000,0,0,2020,"ERFA"
"3570","tight-end","Nick Keizer","Chiefs",26.0725216234198,495000,495000,0,0,2020,"ERFA"
"3571","linebacker","Genard Avery","Browns",24,2748948,687237,288948,288948,2022,"UFA"
"3572","linebacker","Jermaine Carter, Jr.","Panthers",24,2733376,683344,273376,273376,2022,"UFA"
"3573","linebacker","David Long Jr.","Titans",23,2690372,672593,170372,170372,2023,"UFA"
"3574","linebacker","Emeke Egbule","Chargers",26.0725216234198,2676956,669239,156956,156956,2023,"UFA"
"3575","linebacker","Jayon Brown","Titans",24,2671564,667891,271564,271564,2021,"UFA"
"3576","linebacker","Anthony Walker Jr.","Colts",24,2665428,666357,265428,265428,2021,"UFA"
"3577","linebacker","Matt Milano","Bills",25,2661516,665379,261516,261516,2021,"UFA"
"3578","defensive-back","Marcus Maye","Jets",26,6554012,1638503,4134462,4134462,2021,"UFA"
"3579","defensive-back","Terrence Brooks","Patriots",28,3250000,1625000,1305000,1305000,2021,"UFA"
"3580","defensive-back","Greedy Williams","Browns",26.0725216234198,6458676,1614669,2717220,2717220,2023,"UFA"
"3581","defensive-back","Josh Jackson","Packers",23,6256100,1564025,3874260,3874260,2022,"UFA"
"3582","defensive-back","Marcus Williams","Saints",23,6240410,1560103,3892135,3892135,2021,"UFA"
"3583","defensive-back","Marquise Blair","Seahawks",26.0725216234198,6236648,1559162,3829228,3829228,2023,"UFA"
"3584","offensive-line","Joe Looney","Cowboys",29,2100000,1050000,250000,250000,2020,"UFA"
"3585","offensive-line","Dion Dawkins","Bills",25,4183234,1045809,1935617,1935617,2021,"UFA"
"3586","offensive-line","Taylor Moton","Panthers",25,4158150,1039538,1877633,1877633,2021,"UFA"
"3587","offensive-line","Richie Incognito","Raiders",36,1030000,1030000,0,0,2020,"UFA"
"3588","offensive-line","Brandon Parker","Raiders",24,4095336,1023834,1058424,1058424,2022,"UFA"
"3589","offensive-line","Ted Larsen","Bears",32,1020000,1020000,90000,90000,2020,"UFA"
"3590","edge-rusher","Austin Larkin","Falcons",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"3591","edge-rusher","Jacob Tuioti-Mariner","Falcons",23,1080000,540000,0,0,2021,"ERFA"
"3592","edge-rusher","Joe Ostman","Eagles",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"3593","edge-rusher","Shakir Soto","Cowboys",25,1080000,540000,0,0,2021,"ERFA"
"3594","edge-rusher","Jonathan Wynn","Lions",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"3595","edge-rusher","Cassanova McKinzy","Redskins",27,1050000,525000,0,0,2020,"ERFA"
"3596","edge-rusher","Jeff Holland","Broncos",24,1050000,525000,0,0,2020,"ERFA"
"3597","interior-defensive-line","Ifeadi Odenigbo","Vikings",25,1230000,615000,0,0,2021,"ERFA"
"3598","interior-defensive-line","Vincent Valentine","Cardinals",25,1200000,600000,0,0,2020,"RFA"
"3599","interior-defensive-line","Treyvon Hester","Eagles",27,1200000,600000,0,0,2020,"RFA"
